username, created_at, lng, lat, text
MrMusician28, Fri Apr 24 01:06:14 +0000 2020, -84.495425, 42.731365, To harbor some kind of positivity on social media, here’s a video of me, singing the beginning of “When you Believe… https://t.co/geHHUmMvEy 
racerbluegold, Fri Apr 24 01:06:14 +0000 2020, -88.324649, 36.612349, @EpicSoleil @GeorgePapa19 The curve is flat and has been since day1 in rural America. 
GregoryBStewart, Fri Apr 24 01:06:14 +0000 2020, -118.411907, 34.020789, @gechlin63 It’s looked pretty robust. Was it following you? I had a thought that the coyotes in the hills might be… https://t.co/inDInQcgvZ 
BrandoSwagg, Fri Apr 24 01:06:14 +0000 2020, -93.389864, 41.938228, As a #Broncos fan, I feel like I will enjoy hating Justin Herbert 
coorsh3rn, Fri Apr 24 01:06:14 +0000 2020, -121.581229, 37.004844, Herbert the pick for the LAC. AFC West fans dance in the streets. 
oOoFACTZoOo, Fri Apr 24 01:06:14 +0000 2020, -73.849441, 40.850347, @QTpie_730 https://t.co/wiqC6AsZTR 
miimmmiiiiii, Fri Apr 24 01:06:14 +0000 2020, -82.294509, 34.783738, Miami dude... what did u do 
Spenser_Tilus, Fri Apr 24 01:06:14 +0000 2020, -79.179013, 37.400955, @AnjaliPatelTV gods speed 🙏 https://t.co/hVyLwZ14sG 
julissa_v06, Fri Apr 24 01:06:14 +0000 2020, -120.063829, 36.963741, me af😭😭 
ThisCrazyTrain, Fri Apr 24 01:06:14 +0000 2020, -78.636469, 43.866011, @purlgurly I see your Roots and I raise you this https://t.co/sKSy0P0pBN 
GMEN1228, Fri Apr 24 01:06:14 +0000 2020, -81.825149, 28.590201, @TMKSESPN definitely gotta talk about why Gettlemen was wearing a mask at home by himself tomorrow. 
DMarie_SC, Fri Apr 24 01:06:14 +0000 2020, -80.926628, 33.631140, @PAFinancial Fins up baby! 
Clove_Latte, Fri Apr 24 01:06:14 +0000 2020, -90.247824, 38.653771, @RTVox Well @2d8mypizza suggested we do a rainy visit to all the plants so I feel a little better. No seeds sprouti… https://t.co/w3kr5VRVIV 
Sean_P_Doyle, Fri Apr 24 01:06:14 +0000 2020, -70.925859, 41.912274, @NOTSportsCenter @dennis1375 That’s like thanking the great and powerful oz for ending the Wicked Witch of the West’s reign 
swavvyAlex, Fri Apr 24 01:06:14 +0000 2020, -118.130426, 33.937674, Herbert 😂 Should’ve just kept rivers and got Simmons smh 
RiveraMarcelo20, Fri Apr 24 01:06:14 +0000 2020, -74.010886, 40.787365, Un pánico absurdo que @IvanDuque está pagando con miles de millones a los banqueros que defienden la economía por e… https://t.co/1DKLknWAe8 
KingDay__, Fri Apr 24 01:06:14 +0000 2020, -82.672903, 27.795720, The Panthers could really use Simmons 
billykilroy, Fri Apr 24 01:06:14 +0000 2020, -80.144175, 26.633710, @WarriorZoltar Take what you can. I'm glad you can see the better side 
djKuttThroat, Fri Apr 24 01:06:14 +0000 2020, -84.388900, 33.756600, 🚨GOING LIVE IN 1️⃣ HOUR!🚨ARE YOU TRYING 2️⃣ SPLIT SCREEN ON MY LIVE &amp; REVIEW YOUR SONG❓❓❓•••ARE YOU TRYING TO W… https://t.co/ocYcTNkjgS 
nataleegough, Fri Apr 24 01:06:14 +0000 2020, -86.441236, 39.766555, I cannot stand working with/after  people who won’t do their job. 
RichardDRodgers, Fri Apr 24 01:06:14 +0000 2020, -73.948430, 40.994242, Picks 8-10 are vital for the #Jets. All three teams could take an OT. #NFLDraft 
Mergs02, Fri Apr 24 01:06:14 +0000 2020, -74.315005, 40.569527, @MikeTheProblem Wirfs was who I wanted too, but at the end of the day everyone kept saying that there wasn’t that m… https://t.co/PbNWD9TnsC 
KevinWLook, Fri Apr 24 01:06:15 +0000 2020, -83.742512, 40.113715, @DanielleMProhas A fine young man. I wish you all the best life had to offer Logan. God bless you. 
Vinnie_Brock, Fri Apr 24 01:06:15 +0000 2020, -117.320879, 33.226316, y’all probably coulda got him at 37, or Jordan Love. no one can waste an opportunity like the Chargers doe ¯\_(ツ)_/¯ 
GangstaJay3, Fri Apr 24 01:06:15 +0000 2020, -83.099288, 42.352787, @espn love the obligatory commercial after the lions pick. Go back and check the tape i ain't lyin 
Hayden108John, Fri Apr 24 01:06:15 +0000 2020, -88.963491, 40.143585, @kaitlin_hayden Please do. It's like watching someone with 5 thumbs try to do it 
mistersealey, Fri Apr 24 01:06:15 +0000 2020, -96.574593, 39.209929, @TaeParker18 @JoseTheTre @_TheQuis Tae😂😂😂 
mjmash4696, Fri Apr 24 01:06:15 +0000 2020, -95.770195, 36.039305, https://t.co/NnHJHU8PhO 
rikawill, Fri Apr 24 01:06:15 +0000 2020, -84.352444, 33.943457, Smh 🤦🏾‍♀️ 
BanggCowwy, Fri Apr 24 01:06:15 +0000 2020, -95.088968, 29.544691, @RickyNumberFive @solefed 👀👀👀 
jshtmbs, Fri Apr 24 01:06:15 +0000 2020, -96.586749, 32.973067, @JayyPayne_ Bc they keep talking for like 3 minutes after the pick is in. Like get tf to it! 
KungalooshKrew, Fri Apr 24 01:06:15 +0000 2020, -81.583333, 28.420380, Celebrate with me!!! I passed my exam today to become a Certified Autism Travel Professional!  This was something I… https://t.co/IDApLde1Oo 
mattwendel8, Fri Apr 24 01:06:15 +0000 2020, -89.386324, 42.615296, I'd like to see more of the fan screens #NFLDraft 
curtab7, Fri Apr 24 01:06:15 +0000 2020, -117.022695, 38.502147, @BrookiieCookie9 @MySportsUpdate @SA247LLC @TJBdeals F’ing Giants...lol 
samsteffen28, Fri Apr 24 01:06:15 +0000 2020, -92.355162, 42.495828, I saw Herbert play this year he lost to Arizona state 
acarrillonews, Fri Apr 24 01:06:15 +0000 2020, -111.135516, 32.388011, The replies to this photo 😂 #NFLDraft #BirdGang 
Maybeimyumz1, Fri Apr 24 01:06:15 +0000 2020, -121.469664, 38.561722, Yo I really did not know this song at first lmao It took to the window to the wall for me to get it 💀 
GregOstravich, Fri Apr 24 01:06:15 +0000 2020, -104.976767, 39.534794, @StephMillerShow Steph: Surely he can’t say anything more wreckless anymore. #TidePodPOTUS: Hold my root beer. 
TommyVerno, Fri Apr 24 01:06:15 +0000 2020, -77.489723, 43.099526, @RobertoCassimir @Ronology2_ @MySportsUpdate “Like we did”. That’s the comparison. Are you slow? 
JBailey1516, Fri Apr 24 01:06:15 +0000 2020, -81.541705, 39.256249, @SpeakerPelosi gourmet ice cream and wiping your nose on the podium? Please resign. 
DomGoldbach, Fri Apr 24 01:06:15 +0000 2020, -80.087032, 42.110703, I will always tell my kids that the pandemic of 2020 brought Avatar: The Last Airbender back to us 
Francis38490069, Fri Apr 24 01:06:15 +0000 2020, -117.386642, 34.097698, @MaraAle54276816 Muchas gracias Amiga tu también lo eres ,!! 
Humble_me_23, Fri Apr 24 01:06:15 +0000 2020, -91.401008, 30.937336, Tua ain’t got no weapons or no offense line 
StefRandolph, Fri Apr 24 01:06:15 +0000 2020, -122.923516, 47.064528, And I commuted today! 20-minute pre #BikeSchool warmup on the tandem! https://t.co/sLpAuLOYQW 
renniecoleman1, Fri Apr 24 01:06:15 +0000 2020, -118.411907, 34.020789, I dunno maybe @TomiLahren @seanhannity @PressSec @IngrahamAngle should try drinking bleach. Since their faithful le… https://t.co/jZbYZHhAhM 
OffcialToniGlo, Fri Apr 24 01:06:15 +0000 2020, -85.708795, 42.897879, @KathrynEliseH As a chargers fan who would you rather have? 
lindsey_poy, Fri Apr 24 01:06:15 +0000 2020, -81.705467, 41.495940, @ssmilicc 🤣🤣🤣 dead 
RenzvsRenz, Fri Apr 24 01:06:15 +0000 2020, -122.630908, 45.536402, Can’t wait to see @CrosbyMaxx sack Justin Herbert #RaiderNation 
waterthinker, Fri Apr 24 01:06:15 +0000 2020, -93.105649, 44.941516, Send money to their opponents!  Everyone!  You don’t have to live in their states.  We are all kentuckians. 
Vonster, Fri Apr 24 01:06:16 +0000 2020, -123.029015, 44.935084, It’s starting to feel like ‘Groundhog Day’ movie everyday. Minus the FREE armor car money to play with. 
0bijanKinobi, Fri Apr 24 01:06:16 +0000 2020, -121.873730, 37.331159, The phins just made justin herbert an extra 8-10 million 
NeilShelat6, Fri Apr 24 01:06:16 +0000 2020, -83.173867, 32.678207, Simmons is gonna go to Carolina isn’t he 
I_Just_Cant_80, Fri Apr 24 01:06:16 +0000 2020, -118.662606, 34.137260, @RadioFreeTom Yeah what is with that? 
InRankin, Fri Apr 24 01:06:16 +0000 2020, -80.078290, 40.708267, @Acyn What is wrong with them? You think this cant go any lower and bam! 
Sir_Waveyy, Fri Apr 24 01:06:16 +0000 2020, -84.266174, 30.476216, The amount of parents I gotta call tomorrow &lt;&lt;&lt;&lt;&lt;&lt;&lt; 
C_Crig19, Fri Apr 24 01:06:15 +0000 2020, -82.388215, 36.344741, Welcome to the electric factory! @alex_sala8 #FinsUp https://t.co/CymSGVhmFR 
Infante54, Fri Apr 24 01:06:16 +0000 2020, -74.657520, 40.915123, https://t.co/DWNLorzyHX 
KenyaFouch, Fri Apr 24 01:06:16 +0000 2020, -82.929437, 34.347203, Maybe Simmons to the Panthers? 
CoachGBertola, Fri Apr 24 01:06:16 +0000 2020, -74.081489, 40.878279, @JohnKomar77 Love it! Chalk so far. How good is it to see some football on tv. #Jerseyjuice 
ace1stdan, Fri Apr 24 01:06:16 +0000 2020, -83.302512, 30.856085, @tonyposnanski @SmithCkilg Black grapes are best. 
Syscobueno, Fri Apr 24 01:06:16 +0000 2020, -111.738566, 33.295215, Just got a haircut. It feels illegal getting one. 😈 
palmer_proper, Fri Apr 24 01:06:16 +0000 2020, -84.315070, 33.874544, @carsoneisenhart At least they textin back 🤷🏼‍♂️ 
whiskytngofxtrt, Fri Apr 24 01:06:16 +0000 2020, -118.125196, 34.583629, @hierophantess Oh, honey. There are people who make their children with autism drink it as a “cure.”  Others espous… https://t.co/a6EIKQfKW6 
JackPerezDB, Fri Apr 24 01:06:16 +0000 2020, -119.319526, 36.319486, @Samuel_Out They’re watching the player they really wanted slip away 
NoleMario15, Fri Apr 24 01:06:16 +0000 2020, -82.772830, 27.904263, #FinsUp https://t.co/x8H6srslqK 
NPHSMcGovern, Fri Apr 24 01:06:16 +0000 2020, -85.996819, 39.870397, And I’m going to add Hansel and Greek... but only how my little grandma told it. ❤️ 
thejoeyway, Fri Apr 24 01:06:16 +0000 2020, -100.076888, 31.168893, 😂😂😂😂😂😂😂😂😂😂😂 
ThaEttaness, Fri Apr 24 01:06:16 +0000 2020, -122.678249, 45.518237, HELLOOOO EVERYBODY!THREW THE #GLAMGLAMS ON SO I CAN REMEMBER WHO MZ. ETTA IS (HELLO) I STILL HAVE MY COOKIE MONST… https://t.co/NRsvNxpzaL 
bmeudy, Fri Apr 24 01:06:16 +0000 2020, -104.847044, 39.386794, @CoachHelton09 They’ll find a way to mess it up 
paigeetuttle, Fri Apr 24 01:06:16 +0000 2020, -83.207858, 42.261950, this guy is playing the wrong sport. look at his hair. he should be playing hockey 
db4spurs, Fri Apr 24 01:06:16 +0000 2020, -98.540651, 29.417501, @Joe_Burrow10 can you please follow me back I’m SUCH A HUGE fan of yours @Joe_Burrow10 
blackieyogi, Fri Apr 24 01:06:16 +0000 2020, -92.583091, 34.592187, @ElevationChurch Amen I receive 
JoeMcAdory, Fri Apr 24 01:06:16 +0000 2020, -86.680738, 32.576227, @run_lmc Most talented rookie QB in Miami since Crockett and Tubbs ruled TV. The injury risk, however, is bad scary. 
jlangzzzz, Fri Apr 24 01:06:17 +0000 2020, -119.306608, 37.269176, I’m still a Niners fan true and through but i will 100% be getting a Dolphins jersey 
RobertSctt, Fri Apr 24 01:06:17 +0000 2020, -121.833730, 39.747037, Dressing well is a form of good manners - Tom Ford 
ACSloani, Fri Apr 24 01:06:17 +0000 2020, -87.732013, 41.833585, Reminder:#JoeBurrow #ChaseYoung and #JeffOkudah, the Top 3 Picks in tonight’s Draft, were TEAMMATES at #OhioState… https://t.co/r7pT18or60 
TheFalconer, Fri Apr 24 01:06:17 +0000 2020, -123.123581, 49.257639, Has anybody made any jokes about which team is gonna draft the huge baby yet I bet they didn’t 
El_Rey_Pobre, Fri Apr 24 01:06:17 +0000 2020, -119.165389, 34.181956, @tk3nto 😂😂😂😂😂 
6OnTheWay, Fri Apr 24 01:06:17 +0000 2020, -84.461339, 33.452588, @JoeSkilliams Huge get! 
abbylburton, Fri Apr 24 01:06:17 +0000 2020, -84.302766, 39.345830, @w7ight 😂😂 
DrReynolds___, Fri Apr 24 01:06:17 +0000 2020, -93.197723, 30.202771, @Taylor__Brice When you spend 3 years in gram you know all the curves and bumps so I know how to maneuver them 
mike_dolivo, Fri Apr 24 01:06:17 +0000 2020, -122.630908, 45.536402, @Chargers @michaelbish #GoDucks 
TheCoachinator, Fri Apr 24 01:06:17 +0000 2020, -87.204659, 30.454791, Not sure it’s a great fit though, just don’t like his skill set and that staff 
chriscrawford24, Fri Apr 24 01:06:17 +0000 2020, -119.701636, 34.429885, @mendolla_robert hahaha 
ralphmasiello, Fri Apr 24 01:06:17 +0000 2020, -71.961405, 42.173254, @fmargret @LearningLive20 @jerrypallotta @woisd @JaimeDonally @iamvlewis @IleneWinokur @dkreiness My absolute pleasure! 
vick922, Fri Apr 24 01:06:17 +0000 2020, -111.931711, 34.168253, .@EricTrump 
bostonaustin, Fri Apr 24 01:06:17 +0000 2020, -96.891739, 33.079014, @ShobsNFL He’s played football before..? 
Noah_2241, Fri Apr 24 01:06:17 +0000 2020, -106.260972, 31.645553, ya know, he’s from OREGON sooo ⚡️I support it! 
brandonsudge, Fri Apr 24 01:06:17 +0000 2020, -83.399779, 33.956384, @camjordan94 Respecting your name @md_hebert55 
GahDamnNick, Fri Apr 24 01:06:17 +0000 2020, -83.173867, 32.678207, @Xian_Bell @OGxParker Xi kick them fuckin doors open and let them know who the fuck you is bruh!!!! 
JohnMatye, Fri Apr 24 01:06:17 +0000 2020, -98.716992, 35.309047, Simmons goes to Carolina...Wirfs to Zona...#Browns trade down. 
semogoon, Fri Apr 24 01:06:17 +0000 2020, -92.436774, 38.304558, Got a feeling another Qb will go tonight 
_factsnfigures, Fri Apr 24 01:06:17 +0000 2020, -86.791549, 36.200008, 8:06 CST and we are now into The Style Council.SHOUT TO THE TOP! 
kina__colada, Fri Apr 24 01:06:17 +0000 2020, -75.117998, 40.004866, cranberry juice &gt; orange juice &gt; apple juice.In that order. 
jdotttt1, Fri Apr 24 01:06:17 +0000 2020, -90.276813, 38.755407, @YaaasRenee Cam newton butt 
Coach_BCarp, Fri Apr 24 01:06:17 +0000 2020, -95.446486, 29.838495, @CoachJGlenn @PrestonHatter2 🤣 
DonteJahmaal, Fri Apr 24 01:06:17 +0000 2020, -122.330602, 47.614817, Wondering if Mel Kiper has a medical condition, he doing some weird shit 
harris_D27, Fri Apr 24 01:06:17 +0000 2020, -119.025163, 35.346902, Simmions can’t end up in ARI 
jbushii_, Fri Apr 24 01:06:17 +0000 2020, -73.849441, 40.850347, This was different bro. Was getting vibes as if I was back at the garden for #AstroWorld 🔥🔥🔥 
theechelseaj, Fri Apr 24 01:06:17 +0000 2020, -76.362276, 37.050897, @ThisIsRo Lol you know ain’t much happening when you excited about a new comforter set 😂 
Honeste82021993, Fri Apr 24 01:06:17 +0000 2020, -86.777985, 35.995272, @senatemajldr @LindseyGrahamSC @SenateGOP 👇 
NotADoctorKevin, Fri Apr 24 01:06:17 +0000 2020, -74.724323, 40.073041, @SethAugenstein As someone pointed out, he always seems to be able to get the highest guy on his board! He might need new boards. 
IsaiahLCarter, Fri Apr 24 01:06:17 +0000 2020, -75.770041, 42.746617, They needed a QB now that Phillip Rivers is gone, right? 
Macball21, Fri Apr 24 01:06:18 +0000 2020, -95.778712, 29.721989, @CatCraveBlog That’s your opinion 
EnriqueJuan_, Fri Apr 24 01:06:18 +0000 2020, -98.540651, 29.417501, As soon as I hit “tweet” I realized mariota shouldn’t have been here 
RaisnCurns, Fri Apr 24 01:06:18 +0000 2020, -100.076888, 31.168893, Panthers put that pick in REAL quick. I’m sick. They done got Simmons 
amish_d, Fri Apr 24 01:06:18 +0000 2020, -96.734900, 33.061243, @JWSNMNJ @RepGosar Yes! You got it. You now qualify as an official Political pundit. Congratulations, you have made… https://t.co/X6U7Ip792z 
SeanWats, Fri Apr 24 01:06:18 +0000 2020, -77.604684, 41.117936, Spread offense in a no defense conference.  I’d be worried Chargers! 
IsaacNH24, Fri Apr 24 01:06:18 +0000 2020, -71.566171, 44.001230, @amberella06 Mel is cocaine 
aleeepena, Fri Apr 24 01:06:18 +0000 2020, -97.114771, 33.202495, going ✈️ bumble 
leavekarenalone, Fri Apr 24 01:06:18 +0000 2020, -86.241722, 43.274414, Watching YouTube with the kids.  Life is so different for them from what my life was at their ages (10 &amp; 18)!! 
Kennyad9, Fri Apr 24 01:06:18 +0000 2020, -77.604684, 41.117936, @RealDanglorious @TheDraftWire I wouldn’t mind Justin Jefferson(LSU)or Tee Higgins(Clemson) either. 
str8jenn4, Fri Apr 24 01:06:18 +0000 2020, -83.804475, 27.698682, @yashar Fuckin dumb bitches 
Dean_Westerman, Fri Apr 24 01:06:18 +0000 2020, -80.655903, 40.600977, @ThePoniExpress Disagrizzel 
Jen_Kaye, Fri Apr 24 01:06:18 +0000 2020, -88.240004, 42.981638, @CREchatLIVE Many more phone calls. People are craving conversations- I’m calling instead of emailing much more frequently. 
mwyche22, Fri Apr 24 01:06:18 +0000 2020, -76.620482, 39.284713, @LateRoundCorner I don't think anyone got that one right 
abortionlunch, Fri Apr 24 01:06:18 +0000 2020, -81.828667, 38.378872, my ulta order came in and they done goofed and accidentally gave me a $22 concealer that I didn't order lol. I wish… https://t.co/AP553GQ1Uw 
3foolishmen, Fri Apr 24 01:06:18 +0000 2020, -86.142922, 39.779562, Chargers better get Cam’s x-rays and a physical. Justin Herbert....ehhh 😬 
princede_virgo, Fri Apr 24 01:06:18 +0000 2020, -80.846785, 35.209059, @brandon17886458 U would like tht 😂 
JeremyDelacruz, Fri Apr 24 01:06:18 +0000 2020, -96.699604, 33.194651, @mitchellvii @BreitbartNews Nope 
bunmonika, Fri Apr 24 01:06:18 +0000 2020, -88.342068, 41.981102, wish i was here https://t.co/4BSnVPQgSZ 
HaysLife4, Fri Apr 24 01:06:18 +0000 2020, -80.846785, 35.209059, Who the panthers getting? Who cares they suck 
MESSIAH11_4EVER, Fri Apr 24 01:06:18 +0000 2020, -75.770041, 42.746617, @Sean_Martin77 Yes💯 
quiqueopina, Fri Apr 24 01:06:18 +0000 2020, -101.166961, 25.032632, @JohnMAckerman @abrahamendieta @DialogosUNAM @tvunam Excelente no me lo pierdo 👏🏻 
Charles_S_Jr_, Fri Apr 24 01:06:18 +0000 2020, -74.282445, 39.736875, @Jovan10 @JesseLarch Brown to Car. 
Izzyalright, Fri Apr 24 01:06:19 +0000 2020, -77.316513, 37.510611, I love sour beers 
_Jkinnn, Fri Apr 24 01:06:19 +0000 2020, -86.142922, 39.779562, YESSIR HERBIE!! 
THE_ScottK, Fri Apr 24 01:06:19 +0000 2020, -80.473324, 41.233537, Him and Trey Wingo showed up wearing same thing. Mike had to go to plan B. 
dukenewton48, Fri Apr 24 01:06:19 +0000 2020, -87.843297, 42.015805, @LightWalker10 @maggieNYT @anniekarni @katierogers Lots of cable to watch-relentlessly 
HumaneSocWestch, Fri Apr 24 01:06:19 +0000 2020, -73.849441, 40.850347, HARLEY went from being a result of an overbreeding situation to being the newest family member! #adoptdontshop… https://t.co/moNyHHBruA 
JTHart23, Fri Apr 24 01:06:19 +0000 2020, -122.622045, 45.657156, .@jeffklein68 this does not bode well for your deadline, I’d presume... 
Wojchowski, Fri Apr 24 01:06:19 +0000 2020, -83.804475, 27.698682, @ScooterMagruder Superbowl!! 
BlockkBoyAle, Fri Apr 24 01:06:19 +0000 2020, -83.173867, 32.678207, I rather just chop it up with you. Ion want nun serious 
will_son7, Fri Apr 24 01:06:19 +0000 2020, -118.731399, 34.267311, @melEsa1 Same 😪 
maisonvendetta, Fri Apr 24 01:06:19 +0000 2020, -73.968542, 40.780709, Same fuck it @LILUZIVERT let’s go 
tcrean14, Fri Apr 24 01:06:19 +0000 2020, -77.014398, 38.898603, Madoka 
sk1nnyy_, Fri Apr 24 01:06:19 +0000 2020, -74.280358, 40.609834, @LiveFor_Chey Omg can we watch at the same time 
candicodeit, Fri Apr 24 01:06:19 +0000 2020, -76.295896, 36.763216, @bridgetstewart I’m totally squealing over here!!! https://t.co/MrnZ3fQYG1 
flickersmit34, Fri Apr 24 01:06:19 +0000 2020, -77.604684, 41.117936, @NYGovCuomo Well, you think you are more important than God, so why not. 
missinu3400, Fri Apr 24 01:06:19 +0000 2020, -81.340286, 41.698976, Just a reminder from your neighborhood #nurse. Please. Don’t. Inject. Disinfectant. I really can’t believe I have… https://t.co/rZdqBfkNLH 
